id,ingredients,ingredients_string,cuisine
9006,"['tomatoes', 'radishes', 'red bell pepper', 'romaine lettuce', 'vinaigrette', 'green bell pepper', 'purple onion', 'escarole', 'pitted kalamata olives', 'feta cheese crumbles']",tomatoes radishes red bell pepper romaine lettuce vinaigrette green bell pepper purple onion escarole pitted kalamata olives feta cheese crumbles,E
43909,"['eggs', 'black pepper', 'feta cheese', 'red bell pepper', 'chopped fresh mint', 'lettuce', 'spinach', 'minced garlic', 'lean ground beef', 'fresh parsley', 'sliced tomatoes', 'mayonaise', 'lime juice', 'salt', 'onions', 'fresh basil', 'bread crumbs', 'kaiser rolls', 'fresh mint']",eggs black pepper feta cheese red bell pepper chopped fresh mint lettuce spinach minced garlic lean ground beef fresh parsley sliced tomatoes mayonaise lime juice salt onions fresh basil bread crumbs kaiser rolls fresh mint,E
28526,"['broccoli', 'olive oil', 'shredded mozzarella cheese', 'pesto', 'pizza doughs', 'cooked chicken']",broccoli olive oil shredded mozzarella cheese pesto pizza doughs cooked chicken,E
31141,"['large egg whites', 'cooking spray', '1% low-fat milk', 'fresh oregano', 'parmigiano-reggiano cheese', 'chopped fresh chives', 'fresh tarragon', 'dry bread crumbs', 'large egg yolks', 'dry white wine', 'salt', 'fresh parsley', 'cream of tartar', 'ground black pepper', 'shallots', 'all-purpose flour']",large egg whites cooking spray 1% low-fat milk fresh oregano parmigiano-reggiano cheese chopped fresh chives fresh tarragon dry bread crumbs large egg yolks dry white wine salt fresh parsley cream of tartar ground black pepper shallots all-purpose flour,E
39787,"['black-eyed peas', 'watercress', 'jelly', 'jalapeno chilies', 'salt', 'chopped cilantro fresh', 'peaches', 'purple onion', 'red bell pepper', 'olive oil', 'red wine vinegar', 'freshly ground pepper']",black-eyed peas watercress jelly jalapeno chilies salt chopped cilantro fresh peaches purple onion red bell pepper olive oil red wine vinegar freshly ground pepper,E
35320,"['cream of chicken soup', 'green chilies', 'rotelle', 'chicken breasts', 'shredded cheddar cheese', 'tortilla chips']",cream of chicken soup green chilies rotelle chicken breasts shredded cheddar cheese tortilla chips,D
25077,"['pepper', 'lettuce leaves', 'long grain white rice', 'pork tenderloin', 'garlic', 'soy sauce', 'orange marmalade', 'rice vinegar', 'honey', 'green onions']",pepper lettuce leaves long grain white rice pork tenderloin garlic soy sauce orange marmalade rice vinegar honey green onions,C
2902,"['olive oil', 'mushrooms', 'broccoli', 'tomato sauce', 'eggplant', 'basil', 'eggs', 'orange bell pepper', 'red pepper flakes', 'onions', 'romano cheese', 'part-skim mozzarella cheese', 'part-skim ricotta cheese']",olive oil mushrooms broccoli tomato sauce eggplant basil eggs orange bell pepper red pepper flakes onions romano cheese part-skim mozzarella cheese part-skim ricotta cheese,E
34305,"['bread', 'minced garlic', 'garam masala', 'salt', 'chopped cilantro', 'cream', 'fresh ginger', 'butter', 'frozen mixed thawed vegetables,', 'ground turmeric', 'mashed potatoes', 'milk', 'vegetable oil', 'fat', 'cashew nuts', 'tomato paste', 'minced ginger', 'serrano peppers', 'ground coriander', 'onions']","bread minced garlic garam masala salt chopped cilantro cream fresh ginger butter frozen mixed thawed vegetables, ground turmeric mashed potatoes milk vegetable oil fat cashew nuts tomato paste minced ginger serrano peppers ground coriander onions",B
6174,"['granulated sugar', 'baking powder', 'activ dry quick rise yeast', 'baking soda', 'large eggs', 'salt', 'corn starch', 'instant espresso powder', 'whole milk', 'all-purpose flour', 'confectioners sugar', 'warm water', 'low-fat buttermilk', 'butter', 'unsweetened chocolate']",granulated sugar baking powder activ dry quick rise yeast baking soda large eggs salt corn starch instant espresso powder whole milk all-purpose flour confectioners sugar warm water low-fat buttermilk butter unsweetened chocolate,A
24695,"['fresh dill', 'olive oil', 'red wine vinegar', 'juice', 'chopped parsley', 'fresh oregano leaves', 'ground black pepper', 'purple onion', 'cucumber', 'tomatoes', 'kosher salt', 'boneless skinless chicken breasts', 'salt', 'greek yogurt', 'pitted kalamata olives', 'pitas', 'garlic', 'feta cheese crumbles']",fresh dill olive oil red wine vinegar juice chopped parsley fresh oregano leaves ground black pepper purple onion cucumber tomatoes kosher salt boneless skinless chicken breasts salt greek yogurt pitted kalamata olives pitas garlic feta cheese crumbles,E
12211,"['sirloin', 'fresh coriander', 'spring onions', 'soy sauce', 'lemon grass', 'fresh mint', 'romaine lettuce', 'sesame seeds', 'garlic', 'fresh basil', 'caster sugar', 'ground black pepper']",sirloin fresh coriander spring onions soy sauce lemon grass fresh mint romaine lettuce sesame seeds garlic fresh basil caster sugar ground black pepper,C
13227,"['lime', 'rice noodles', 'carrots', 'brown sugar', 'peanuts', 'crushed red pepper', 'olive oil', 'garlic', 'beansprouts', 'soy sauce', 'chicken breasts', 'rice vinegar']",lime rice noodles carrots brown sugar peanuts crushed red pepper olive oil garlic beansprouts soy sauce chicken breasts rice vinegar,C
728,"['tomatoes', 'gammon', 'potatoes', 'paprika', 'salt', 'cheddar cheese', 'chorizo', 'butter', 'purple onion', 'eggs', 'chili pepper', 'smoked ham', 'ginger', 'black pudding', 'tumeric', 'pepper', 'salami', 'garlic']",tomatoes gammon potatoes paprika salt cheddar cheese chorizo butter purple onion eggs chili pepper smoked ham ginger black pudding tumeric pepper salami garlic,E
21635,"['unsweetened coconut milk', 'pepper', 'boneless chicken', 'cayenne pepper', 'basmati rice', 'tumeric', 'water', 'ginger', 'chopped cilantro', 'ground cloves', 'vegetable oil', 'salt', 'onions', 'tomatoes', 'minced garlic', 'cinnamon', 'ground coriander', 'cumin']",unsweetened coconut milk pepper boneless chicken cayenne pepper basmati rice tumeric water ginger chopped cilantro ground cloves vegetable oil salt onions tomatoes minced garlic cinnamon ground coriander cumin,B
14011,"['oats', 'baking powder', 'flour', 'softened butter', 'milk', 'raisins', 'granulated sugar', 'walnuts']",oats baking powder flour softened butter milk raisins granulated sugar walnuts,A
5861,"['vegetable oil cooking spray', 'dry white wine', 'scallions', 'thick-cut bacon', 'unsalted butter', 'all purpose unbleached flour', 'red bell pepper', 'grated parmesan cheese', 'low sodium chicken stock', 'fresh parsley', 'hot pepper sauce', 'lemon', 'shrimp', 'grits']",vegetable oil cooking spray dry white wine scallions thick-cut bacon unsalted butter all purpose unbleached flour red bell pepper grated parmesan cheese low sodium chicken stock fresh parsley hot pepper sauce lemon shrimp grits,E
9976,"['tomatoes', 'peas', 'carrots', 'lamb fillet', 'garlic cloves', 'onions', 'mixed spice', 'oil', 'couscous', 'red pepper', 'juice']",tomatoes peas carrots lamb fillet garlic cloves onions mixed spice oil couscous red pepper juice,E
49218,"['sugar', 'green onions', 'crushed red pepper flakes', 'fresh ginger', 'crushed garlic', 'soy sauce', 'sesame oil', 'toasted sesame seeds', 'beef', 'dry sherry']",sugar green onions crushed red pepper flakes fresh ginger crushed garlic soy sauce sesame oil toasted sesame seeds beef dry sherry,C
27684,"['seasoning', 'tilapia fillets', 'salsa', 'lime rind', 'lime wedges', 'fresh lime juice', 'vegetable oil cooking spray', 'olive oil', 'corn tortillas', 'slaw', 'salt', 'ground cumin']",seasoning tilapia fillets salsa lime rind lime wedges fresh lime juice vegetable oil cooking spray olive oil corn tortillas slaw salt ground cumin,D
11095,"['tomato paste', 'sesame oil', 'peanut oil', 'chopped garlic', 'fresh ginger', 'chili bean sauce', 'shrimp', 'sugar', 'cilantro sprigs', 'scallions', 'ground black pepper', 'salt', 'chinese black vinegar']",tomato paste sesame oil peanut oil chopped garlic fresh ginger chili bean sauce shrimp sugar cilantro sprigs scallions ground black pepper salt chinese black vinegar,C
47314,"['diced tomatoes', 'fresh parsley', 'lemon juice', 'garlic cloves', 'large shrimp', 'olive oil', 'feta cheese crumbles']",diced tomatoes fresh parsley lemon juice garlic cloves large shrimp olive oil feta cheese crumbles,E
41901,"['head on shrimp', 'garlic cloves', 'lemon', 'kosher salt', 'extra-virgin olive oil']",head on shrimp garlic cloves lemon kosher salt extra-virgin olive oil,E
5859,"['barbecue sauce', 'ground black pepper', 'pork shoulder', 'fine sea salt']",barbecue sauce ground black pepper pork shoulder fine sea salt,E
3947,"['tumeric', 'fresh ginger', 'cinnamon', 'ground cardamom', 'cumin', 'boneless chicken skinless thigh', 'cayenne', 'salt', 'onions', 'ground cloves', 'ground black pepper', 'garlic', 'coconut milk', 'canola oil', 'cooked rice', 'lime juice', 'jalapeno chilies', 'ground coriander', 'fresh basil leaves']",tumeric fresh ginger cinnamon ground cardamom cumin boneless chicken skinless thigh cayenne salt onions ground cloves ground black pepper garlic coconut milk canola oil cooked rice lime juice jalapeno chilies ground coriander fresh basil leaves,B
14030,"['tomatoes', 'olive oil', 'ground cumin', 'mint', 'scallions', 'ground cinnamon', 'paprika', 'meat loaf mixture', 'carrots']",tomatoes olive oil ground cumin mint scallions ground cinnamon paprika meat loaf mixture carrots,B
10056,"['warm water', 'basil dried leaves', 'dried oregano', 'active dry yeast', 'white sugar', 'minced garlic', 'salt', 'olive oil', 'bread flour']",warm water basil dried leaves dried oregano active dry yeast white sugar minced garlic salt olive oil bread flour,E
39408,"['vanilla extract', 'confectioners sugar', 'eggs', 'unsweetened chocolate', 'ground cinnamon', 'ground almonds', 'all-purpose flour', 'white sugar']",vanilla extract confectioners sugar eggs unsweetened chocolate ground cinnamon ground almonds all-purpose flour white sugar,A
35283,"['radicchio leaves', 'walnuts', 'whole milk ricotta cheese', 'whole wheat crackers', 'chestnut honey', 'balsamic vinegar']",radicchio leaves walnuts whole milk ricotta cheese whole wheat crackers chestnut honey balsamic vinegar,E
13994,"['white sugar', 'cream', 'sweetened condensed milk', 'passion fruit']",white sugar cream sweetened condensed milk passion fruit,A
36302,"['pepper', 'butter', 'beef broth', 'frozen pastry puff sheets', 'beef tenderloin', 'onions', 'egg yolks', 'salt', 'liver pate', 'red wine', 'fresh mushrooms']",pepper butter beef broth frozen pastry puff sheets beef tenderloin onions egg yolks salt liver pate red wine fresh mushrooms,E
16113,"['spinach', 'shiitake', 'extract', 'carrots', 'soy sauce', 'green onions', 'garlic', 'glass noodles', 'sugar', 'bell pepper', 'red pepper', 'onions', 'eggs', 'sesame seeds', 'sesame oil', 'oyster sauce']",spinach shiitake extract carrots soy sauce green onions garlic glass noodles sugar bell pepper red pepper onions eggs sesame seeds sesame oil oyster sauce,C
47207,"['watercress', 'cilantro leaves', 'fresh lime juice', 'sugar', 'beef tenderloin', 'Thai fish sauce', 'low sodium soy sauce', 'crushed red pepper flakes', 'grated lemon zest', 'canola oil', 'radishes', 'purple onion', 'fresh mint']",watercress cilantro leaves fresh lime juice sugar beef tenderloin Thai fish sauce low sodium soy sauce crushed red pepper flakes grated lemon zest canola oil radishes purple onion fresh mint,C
36198,"['Boston lettuce', 'sliced cucumber', 'rice vinegar', 'chopped cilantro fresh', 'sambal ulek', 'honey', 'sliced carrots', 'fresh lime juice', 'duck breasts', 'shallots', 'red bell pepper', 'fish sauce', 'ground black pepper', 'purple onion', 'chopped fresh mint']",Boston lettuce sliced cucumber rice vinegar chopped cilantro fresh sambal ulek honey sliced carrots fresh lime juice duck breasts shallots red bell pepper fish sauce ground black pepper purple onion chopped fresh mint,C
21134,"['ketchup', 'crushed red pepper flakes', 'shredded cabbage', 'hot pepper sauce', 'white sugar', 'apple cider vinegar']",ketchup crushed red pepper flakes shredded cabbage hot pepper sauce white sugar apple cider vinegar,C
49070,"['bread crumb fresh', 'large eggs', 'ground pork', 'onions', 'whole peeled tomatoes', 'large garlic cloves', 'ground beef', 'unsalted butter', 'whole milk', 'flat leaf parsley', 'ground black pepper', 'grated parmesan cheese', 'salt', 'spaghetti']",bread crumb fresh large eggs ground pork onions whole peeled tomatoes large garlic cloves ground beef unsalted butter whole milk flat leaf parsley ground black pepper grated parmesan cheese salt spaghetti,E
8030,"['flour tortillas', 'alfalfa sprouts', 'cherry tomatoes', 'garlic', 'eggs', 'butter cooking spray', 'shredded Monterey Jack cheese', 'mushrooms', 'garlic salt']",flour tortillas alfalfa sprouts cherry tomatoes garlic eggs butter cooking spray shredded Monterey Jack cheese mushrooms garlic salt,D
31802,"['whole grain dijon mustard', 'fresh tarragon', 'cheddar cheese', 'hard-boiled egg', 'salad', 'bibb lettuce', 'malt vinegar', 'water', 'low-fat mayonnaise']",whole grain dijon mustard fresh tarragon cheddar cheese hard-boiled egg salad bibb lettuce malt vinegar water low-fat mayonnaise,E
36511,"['lemon', 'lime', 'cold water', 'sweetened condensed milk', 'agave nectar']",lemon lime cold water sweetened condensed milk agave nectar,A
7785,"['ground black pepper', 'salt', 'cucumber', 'capers', 'purple onion', 'fresh lemon juice', 'fresh basil', 'extra-virgin olive oil', 'tuna packed in olive oil', 'celery ribs', 'lemon zest', 'bow-tie pasta', 'red bell pepper']",ground black pepper salt cucumber capers purple onion fresh lemon juice fresh basil extra-virgin olive oil tuna packed in olive oil celery ribs lemon zest bow-tie pasta red bell pepper,E
38965,"['baking soda', 'buttermilk', 'cream cheese', 'shortening', 'flaked coconut', 'vanilla extract', 'confectioners sugar', 'eggs', 'baking powder', 'sweetened coconut flakes', 'chopped walnuts', 'light cream', 'butter', 'all-purpose flour', 'white sugar']",baking soda buttermilk cream cheese shortening flaked coconut vanilla extract confectioners sugar eggs baking powder sweetened coconut flakes chopped walnuts light cream butter all-purpose flour white sugar,A
31453,"['finely chopped fresh parsley', 'pitted kalamata olives', 'cream cheese, soften', 'fresh basil', 'garlic cloves', 'fresh oregano']","finely chopped fresh parsley pitted kalamata olives cream cheese, soften fresh basil garlic cloves fresh oregano",E
43100,"['baby spinach', 'garlic cloves', 'serrano chile', 'kosher salt', 'vegetable broth', 'chipotle chile powder', 'dried pinto beans', 'smoked paprika', 'dried oregano', 'water', 'yellow onion', 'roasted tomatoes']",baby spinach garlic cloves serrano chile kosher salt vegetable broth chipotle chile powder dried pinto beans smoked paprika dried oregano water yellow onion roasted tomatoes,E
32307,"['green peppercorns', 'kosher salt', 'dijon mustard', 'white peppercorns', 'eggs', 'milk', 'szechwan peppercorns', 'warm water', 'unsalted butter', 'all-purpose flour', 'black peppercorns', 'whole grain mustard', 'rib roast']",green peppercorns kosher salt dijon mustard white peppercorns eggs milk szechwan peppercorns warm water unsalted butter all-purpose flour black peppercorns whole grain mustard rib roast,A
45405,"['spanish onion', 'salt', 'pimenton', 'white bread', 'extra-virgin olive oil', 'red bell pepper', 'sherry vinegar', 'blanched almonds', 'chili pepper', 'garlic', 'plum tomatoes']",spanish onion salt pimenton white bread extra-virgin olive oil red bell pepper sherry vinegar blanched almonds chili pepper garlic plum tomatoes,E
28532,"['eggs', 'salt', 'pepper', 'cauliflower']",eggs salt pepper cauliflower,E
16092,"['sugar', 'ground black pepper', 'baking powder', 'hot sauce', 'dried oregano', 'yellow corn meal', 'dried thyme', 'jalapeno chilies', 'buttermilk', 'celery seed', 'rainbow trout', 'kosher salt', 'unsalted butter', 'lemon wedge', 'yellow onion', 'canola oil', 'granulated garlic', 'cream style corn', 'flour', 'paprika', 'red bell pepper']",sugar ground black pepper baking powder hot sauce dried oregano yellow corn meal dried thyme jalapeno chilies buttermilk celery seed rainbow trout kosher salt unsalted butter lemon wedge yellow onion canola oil granulated garlic cream style corn flour paprika red bell pepper,E
29029,"['dried thyme', 'fresh lemon juice', 'water', 'grated lemon zest', 'parsley leaves', 'olive oil', 'couscous']",dried thyme fresh lemon juice water grated lemon zest parsley leaves olive oil couscous,E
5596,"['plain flour', 'large eggs', 'purple onion', 'ground cumin', 'olive oil', 'chili powder', 'red bell pepper', 'black pepper', 'baking powder', 'salt', 'zucchini', 'baking potatoes', 'coriander']",plain flour large eggs purple onion ground cumin olive oil chili powder red bell pepper black pepper baking powder salt zucchini baking potatoes coriander,B
11369,"['tomatoes', 'coarse salt', 'vietnamese fish sauce', 'glass noodles', 'ground black pepper', 'ground pork', 'white fleshed fish', 'black mushrooms', 'cilantro', 'yellow onion', 'red snapper', 'vegetable oil', 'ginger', 'scallions']",tomatoes coarse salt vietnamese fish sauce glass noodles ground black pepper ground pork white fleshed fish black mushrooms cilantro yellow onion red snapper vegetable oil ginger scallions,C
37436,"['black pepper', 'lime', 'flank steak', 'salt', 'avocado', 'pepper', 'flour tortillas', 'cilantro', 'shredded Monterey Jack cheese', 'kosher salt', 'olive oil', 'lime wedges', 'garlic cloves', 'tomatoes', 'orange', 'jalapeno chilies', 'purple onion']",black pepper lime flank steak salt avocado pepper flour tortillas cilantro shredded Monterey Jack cheese kosher salt olive oil lime wedges garlic cloves tomatoes orange jalapeno chilies purple onion,D
2421,"['granny smith apples', 'extra-virgin olive oil', 'garlic cloves', 'Boston lettuce', 'watercress', 'scallions', 'chopped cilantro', 'curry powder', 'salt', 'fresh lemon juice', 'avocado', 'hot pepper sauce', 'freshly ground pepper', 'tuna']",granny smith apples extra-virgin olive oil garlic cloves Boston lettuce watercress scallions chopped cilantro curry powder salt fresh lemon juice avocado hot pepper sauce freshly ground pepper tuna,E
22070,"['Mexican oregano', 'chopped cilantro fresh', 'unsweetened shredded dried coconut', 'mahi mahi fillets', 'saltines', 'purple onion', 'jalapeno chilies', 'fresh lime juice']",Mexican oregano chopped cilantro fresh unsweetened shredded dried coconut mahi mahi fillets saltines purple onion jalapeno chilies fresh lime juice,D
10600,"['relish', 'white cornmeal', 'crumbled goat cheese', 'all-purpose flour', 'salt', 'butter', 'cream cheese, soften']","relish white cornmeal crumbled goat cheese all-purpose flour salt butter cream cheese, soften",A
11150,"['kalamata', 'serrano chile', 'olive oil', 'pepitas', 'cannellini beans', 'fresh lime juice', 'mixed greens']",kalamata serrano chile olive oil pepitas cannellini beans fresh lime juice mixed greens,E
29257,"['pinenuts', 'white wine vinegar', 'anchovy fillets', 'capers', 'basil leaves', 'rice', 'tuna', 'olive oil', 'purple onion', 'oil', 'ground black pepper', 'salt', 'lemon juice']",pinenuts white wine vinegar anchovy fillets capers basil leaves rice tuna olive oil purple onion oil ground black pepper salt lemon juice,E
38540,"['sugar', 'baking powder', 'large eggs', 'milk', 'vanilla', 'flour']",sugar baking powder large eggs milk vanilla flour,A
18998,"['avocado', 'bell pepper', 'cilantro', 'sour cream', 'ground cumin', 'water', 'chili powder', 'fine sea salt', 'onions', 'walnut pieces', 'green onions', 'extra-virgin olive oil', 'fresh lime juice', 'lettuce', 'French lentils', 'diced tomatoes', 'hot sauce', 'dried oregano']",avocado bell pepper cilantro sour cream ground cumin water chili powder fine sea salt onions walnut pieces green onions extra-virgin olive oil fresh lime juice lettuce French lentils diced tomatoes hot sauce dried oregano,D
39974,"['condensed milk', 'graham crackers', 'mango', 'whipping cream']",condensed milk graham crackers mango whipping cream,A
2159,"['dulce de leche', 'chocolate sandwich cookies', 'powdered sugar', 'butter', 'heavy whipping cream', 'bananas', 'cream cheese, soften', 'brown sugar', 'chocolate']","dulce de leche chocolate sandwich cookies powdered sugar butter heavy whipping cream bananas cream cheese, soften brown sugar chocolate",A
19679,"['cooked rice', 'vegetable oil', 'chili sauce', 'beansprouts', 'lime juice', 'garlic', 'shrimp', 'fresh tomatoes', 'green peas', 'carrots', 'eggs', 'fresh ginger', 'green pepper', 'green beans']",cooked rice vegetable oil chili sauce beansprouts lime juice garlic shrimp fresh tomatoes green peas carrots eggs fresh ginger green pepper green beans,C
44146,"['ground cloves', 'salt', 'apples', 'ground cinnamon', 'white sugar']",ground cloves salt apples ground cinnamon white sugar,B
36086,"['fish sauce', 'chili paste', 'spam', 'frozen peas', 'water', 'garlic', 'dried shrimp', 'soy sauce', 'ginger', 'carrots', 'short-grain rice', 'cooked meat', 'toasted sesame seeds']",fish sauce chili paste spam frozen peas water garlic dried shrimp soy sauce ginger carrots short-grain rice cooked meat toasted sesame seeds,C
20676,"['ground cinnamon', 'water', 'stewed tomatoes', 'ground coriander', 'fat free less sodium chicken broth', 'vegetable oil', 'chickpeas', 'couscous', 'black pepper', 'zucchini', 'salt', 'carrots', 'ground ginger', 'minced garlic', 'raisins', 'chopped onion', 'ground cumin']",ground cinnamon water stewed tomatoes ground coriander fat free less sodium chicken broth vegetable oil chickpeas couscous black pepper zucchini salt carrots ground ginger minced garlic raisins chopped onion ground cumin,B
39779,"['eggs', 'pork belly', 'scallions', 'sugar', 'star anise', 'sake', 'minced ginger', 'mustard', 'soy sauce', 'peanut oil']",eggs pork belly scallions sugar star anise sake minced ginger mustard soy sauce peanut oil,C
33522,"['unsweetened coconut milk', 'vietnamese fish sauce', 'garlic cloves', 'canola oil', 'stewing beef', 'yellow onion', 'chopped fresh mint', 'brown dark firmli pack sugar', 'salt', 'fresh lime juice', 'Thai red curry paste', 'freshly ground pepper', 'bamboo shoots']",unsweetened coconut milk vietnamese fish sauce garlic cloves canola oil stewing beef yellow onion chopped fresh mint brown dark firmli pack sugar salt fresh lime juice Thai red curry paste freshly ground pepper bamboo shoots,C
498,"['spinach', 'basil leaves', 'garlic', 'free-range eggs', 'grated parmesan cheese', 'mozzarella balls', 'bay leaf', 'ground nutmeg', 'lemon', 'ricotta', 'tomatoes', 'cannelloni', 'extra-virgin olive oil', 'onions']",spinach basil leaves garlic free-range eggs grated parmesan cheese mozzarella balls bay leaf ground nutmeg lemon ricotta tomatoes cannelloni extra-virgin olive oil onions,E
45937,"['fresh dill', 'potatoes', 'green peas', 'carrots', 'black beans', 'green onions', 'whole kernel corn, drain', 'garbanzo beans', 'vegetable oil', 'beets', 'pickles', 'mushrooms', 'purple onion']","fresh dill potatoes green peas carrots black beans green onions whole kernel corn, drain garbanzo beans vegetable oil beets pickles mushrooms purple onion",E
41501,"['plain flour', 'butter', 'granny smith apples', 'caster sugar', 'eggs', 'flour for dusting']",plain flour butter granny smith apples caster sugar eggs flour for dusting,A
44156,"['salt', 'white sugar', 'peanuts', 'cucumber', 'rice vinegar', 'jalapeno chilies', 'chopped cilantro']",salt white sugar peanuts cucumber rice vinegar jalapeno chilies chopped cilantro,D
5643,"['asafoetida', 'salt', 'cracked black pepper', 'vegetable oil', 'urad dal']",asafoetida salt cracked black pepper vegetable oil urad dal,E
35874,"['tomato paste', 'olive oil', 'stuffing', 'garlic', 'cayenne pepper', 'bread crumbs', 'large eggs', 'parsley', 'salt', 'onions', 'brandy', 'seafood stock', 'green onions', 'crawfish fat', 'celery', 'crawfish', 'bell pepper', 'heavy cream', 'all-purpose flour']",tomato paste olive oil stuffing garlic cayenne pepper bread crumbs large eggs parsley salt onions brandy seafood stock green onions crawfish fat celery crawfish bell pepper heavy cream all-purpose flour,E
24413,"['fresh cilantro', 'serrano chilies', 'onions', 'tomatoes', 'tortilla chips', 'lime juice']",fresh cilantro serrano chilies onions tomatoes tortilla chips lime juice,D
47297,"['cheddar cheese', 'salt', 'tomato paste', 'jack cheese', 'eggs', 'evaporated milk', 'green chile', 'flour']",cheddar cheese salt tomato paste jack cheese eggs evaporated milk green chile flour,D
10073,"['lemon juice', 'kosher salt', 'cream', 'whole milk']",lemon juice kosher salt cream whole milk,A
4798,"['vegetable oil spray', 'pepitas', 'sugar', 'salt', 'large egg whites', 'cayenne pepper', 'ground cinnamon', 'chili powder', 'ground cumin']",vegetable oil spray pepitas sugar salt large egg whites cayenne pepper ground cinnamon chili powder ground cumin,B
7802,"['baguette', 'iceberg lettuce', 'catfish fillets', 'tartar sauce', 'creole seasoning', 'tomatoes', 'dill pickles']",baguette iceberg lettuce catfish fillets tartar sauce creole seasoning tomatoes dill pickles,E
3970,"['large eggs', 'semolina']",large eggs semolina,A
24416,"['unsalted butter', 'cilantro leaves', 'coconut milk', 'lime', 'ginger', 'rice', 'onions', 'kosher salt', 'vegetable stock', 'red curry paste', 'medium shrimp', 'ground black pepper', 'garlic', 'red bell pepper']",unsalted butter cilantro leaves coconut milk lime ginger rice onions kosher salt vegetable stock red curry paste medium shrimp ground black pepper garlic red bell pepper,B
13072,"['milk', 'chives', 'all-purpose flour', 'sugar', 'unsalted butter', 'crème fraîche', 'warm water', 'large eggs', 'buckwheat flour', 'active dry yeast', 'salt', 'caviar']",milk chives all-purpose flour sugar unsalted butter crème fraîche warm water large eggs buckwheat flour active dry yeast salt caviar,A
29046,"['mayonaise', 'fresh parsley', 'ground red pepper', 'creole mustard', 'garlic cloves', 'green onions']",mayonaise fresh parsley ground red pepper creole mustard garlic cloves green onions,E
12898,"['cream of tartar', 'granulated sugar', 'Grand Marnier', 'large egg whites', 'vanilla extract', 'large egg yolks', 'salt', 'powdered sugar', 'cooking spray']",cream of tartar granulated sugar Grand Marnier large egg whites vanilla extract large egg yolks salt powdered sugar cooking spray,A
24957,"['ground ginger', 'boneless moulard duck breast', 'water', 'navel oranges', 'black pepper', 'cinnamon', 'curry powder', 'salt']",ground ginger boneless moulard duck breast water navel oranges black pepper cinnamon curry powder salt,B
18725,"['water', 'green onions', 'fresh mushrooms', 'boneless skinless chicken breast halves', 'chicken broth', 'fresh ginger', 'garlic', 'red bell pepper', 'jasmine rice', 'salt and ground black pepper', 'cilantro leaves', 'white sugar', 'chile paste', 'vegetable oil', 'oyster sauce', 'asian fish sauce']",water green onions fresh mushrooms boneless skinless chicken breast halves chicken broth fresh ginger garlic red bell pepper jasmine rice salt and ground black pepper cilantro leaves white sugar chile paste vegetable oil oyster sauce asian fish sauce,C
46929,"['baking soda', 'salt', 'butter', 'baking powder', 'all-purpose flour', 'fat free milk', 'buttermilk']",baking soda salt butter baking powder all-purpose flour fat free milk buttermilk,A
23140,"['panettone', 'orange marmalade', 'eggs', 'mascarpone', 'ground cinnamon', 'ground nutmeg', 'olive oil', 'orange juice']",panettone orange marmalade eggs mascarpone ground cinnamon ground nutmeg olive oil orange juice,E
30516,"['sugar', 'light soy sauce', 'sesame oil', 'garlic cloves', 'chili pepper', 'cooking oil', 'cooking wine', 'ginger root', 'boneless chicken thighs', 'roasted sesame seeds', 'chili oil', 'corn starch', 'dark soy sauce', 'water', 'egg whites', 'salt']",sugar light soy sauce sesame oil garlic cloves chili pepper cooking oil cooking wine ginger root boneless chicken thighs roasted sesame seeds chili oil corn starch dark soy sauce water egg whites salt,C
34081,"['fish sauce', 'peanuts', 'cilantro', 'oil', 'cucumber', 'iceberg lettuce', 'sugar', 'hoisin sauce', 'thai chile', 'carrots', 'pork shoulder', 'sake', 'ground pepper', 'rice vermicelli', 'oyster sauce', 'beansprouts', 'mint', 'lime', 'crushed garlic', 'garlic', 'hot water', 'five-spice powder']",fish sauce peanuts cilantro oil cucumber iceberg lettuce sugar hoisin sauce thai chile carrots pork shoulder sake ground pepper rice vermicelli oyster sauce beansprouts mint lime crushed garlic garlic hot water five-spice powder,C
12927,"['bread crumbs', 'parsley', 'whitefish', 'potatoes', 'greek yogurt', 'egg whites', 'extra-virgin olive oil', 'capers', 'lemon wedge']",bread crumbs parsley whitefish potatoes greek yogurt egg whites extra-virgin olive oil capers lemon wedge,E
44088,"['melted butter', 'garlic powder', 'sugar', 'cayenne pepper', 'mayonaise', 'paprika', 'tomato paste', 'water']",melted butter garlic powder sugar cayenne pepper mayonaise paprika tomato paste water,A
20785,"['sugar', 'lemon', 'lemon slices', 'chicken breast tenders', 'white wine vinegar', 'flat leaf parsley', 'shallots', 'salt', 'black pepper', 'extra-virgin olive oil', 'fresh lemon juice']",sugar lemon lemon slices chicken breast tenders white wine vinegar flat leaf parsley shallots salt black pepper extra-virgin olive oil fresh lemon juice,E
16672,"['chicken broth', 'quickcooking grits', 'andouille sausage', 'butter', 'half & half', 'salt', 'vidalia onion', 'vegetable oil']",chicken broth quickcooking grits andouille sausage butter half & half salt vidalia onion vegetable oil,E
5400,"['granulated sugar', 'blanched almonds', 'eggs', 'almond extract', 'butter-margarine blend', 'all-purpose flour', 'baking powder']",granulated sugar blanched almonds eggs almond extract butter-margarine blend all-purpose flour baking powder,A
